movie_title,actor_1_facebook_likes,gross,language,director_name,title_year,genres,movie_facebook_likes,season,movie_imdb_link,movie_lens_rating,imdb_score,plot_keywords,aspect_ratio,num_critic_for_reviews,country,duration,facenumber_in_poster,director_facebook_likes,week_day,actor_3_name,num_user_for_reviews,color,date,cast_total_facebook_likes,actor_2_name,actor_3_facebook_likes,num_voted_users,actor_1_name,actor_2_facebook_likes,budget
Lights Out,2000,56536016,English,David F. Sandberg,2016,Horror,0,summer,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,4,6.9,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,2.35,159,USA,81,0,26,4,Gabriel Bateman,95,Color,7/22/2016 0:00,3344,Amiah Miller,300,13523,Billy Burke,509,4900000
Like Crazy,34000,3388210,English,Drake Doremus,2011,Drama|Romance,12000,winter,http://www.imdb.com/title/tt1758692/?ref_=fn_tt_tt_1,,6.7,girlfriend|immigration|long distance relationship|parents|student visa,1.78,206,USA,90,1,52,4,Finola Hughes,150,Color,1/27/2012 0:00,34983,Charlie Bewley,224,46813,Jennifer Lawrence,487,250000
Like Mike,1000,51432423,English,John Schultz,2002,Comedy|Family|Fantasy|Sport,1000,summer,http://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,,5.1,basketball|lightning|nba|orphanage|shoe,1.85,39,USA,99,7,13,2,Anne Meara,72,Color,7/3/2002 0:00,3679,Robert Forster,837,15074,Brenda Song,889,30000000
Lilo & Stitch,1000,145771527,English,Dean DeBlois,2002,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,0,summer,http://www.imdb.com/title/tt0275847/?ref_=fn_tt_tt_1,,7.2,alien|escape|fugitive|hawaii|social worker,1.66,180,USA,85,0,255,4,David Ogden Stiers,367,Color,6/21/2002 0:00,3112,Jason Scott Lee,443,117212,Tia Carrere,533,80000000
Lilya 4-Ever,129,181655,Russian,Lukas Moodysson,2002,Crime|Drama,0,summer,http://www.imdb.com/title/tt0300140/?ref_=fn_tt_tt_1,,7.9,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,1.85,112,Sweden,109,1,187,4,Lyubov Agapova,206,Color,8/23/2002 0:00,131,Artyom Bogucharskiy,0,35464,Oksana Akinshina,2,
Lilyhammer            ,422,,English,,,Comedy|Crime|Drama,16000,Fail,http://www.imdb.com/title/tt1958961/?ref_=fn_tt_tt_1,,8.1,mafia|mob|norway|steve|van,16,20,Norway,45,0,,Series_No_Date,Tommy Karlsen,79,Color,No date,537,Trond Fausa,15,19164,Steven Van Zandt,57,34000000
Limbo,638,1997807,English,John Sayles,1999,Adventure|Drama|Thriller,196,summer,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,4.5,7.1,alaska|island|motorboat|singer|wilderness,1.85,46,USA,126,0,407,2,Vanessa Martinez,140,Color,7/7/1999 0:00,823,Casey Siemaszko,39,5158,Mary Elizabeth Mastrantonio,107,8000000
Limitless            ,766,,English,,,Crime|Drama|Sci-Fi|Thriller,11000,Fail,http://www.imdb.com/title/tt4422836/?ref_=fn_tt_tt_1,4,7.9,brain capacity|fbi|fictional drug|intelligence|taking a pill,16,7,USA,42,2,,Series_No_Date,Jake McDorman,131,Color,No date,2707,Mary Elizabeth Mastrantonio,535,38177,Colin Salmon,638,
Lincoln,23000,182204440,English,Steven Spielberg,2012,Biography|Drama|History|War,71000,fall,http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1,4,7.4,cultural conflict|politics|president|slavery|u.s. president,2.35,538,USA,150,0,14000,4,Bruce McGill,720,Color,11/16/2012 0:00,25517,Hal Holbrook,655,197412,Joseph Gordon-Levitt,826,65000000
Lion of the Desert,695,,English,Moustapha Akkad,1980,Biography|Drama|History|War,0,spring,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,3,8.4,arab|general|libya|muslim|mussolini,2.35,24,Libya,156,0,278,5,John Gielgud,55, Black and White,5/16/1981 0:00,1573,Rod Steiger,249,9852,Oliver Reed,279,35000000
Lions for Lambs,11000,14998070,English,Robert Redford,2007,Drama|Thriller|War,0,fall,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,,6.2,afghanistan|professor|reporter|student|university,2.35,227,USA,92,3,0,4,Andrew Garfield,298,Color,11/9/2007 0:00,32875,Tom Cruise,10000,41170,Meryl Streep,10000,35000000
Lisa Picard Is Famous,978,112521,English,Griffin Dunne,2000,Comedy|Drama,25,summer,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,,5.7,actress|fame|inside joke|new york|one man show,,13,USA,90,1,165,2,Melissa Gilbert,16,Color,8/22/2001 0:00,3258,Fisher Stevens,679,455,Mira Sorvino,922,
Listening,192,,English,Khalil Sullins,2014,Drama|Sci-Fi|Thriller,708,Fail,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,,5.6,divorce papers|fainting|mind control|playground|technology,2.35,17,Cambodia,100,0,5,No_Date,Amber Marie Bollinger,13,Color,No date,527,Kalim Chandler,46,1933,Thomas Stroppel,134,
Little Big Top,1000,,English,Ward Roberts,2006,Comedy,72,Fail,http://www.imdb.com/title/tt0469690/?ref_=fn_tt_tt_1,2,6.5,amateur|circus|clown|unconsciousness|urination,,2,USA,83,0,12,No_Date,Travis Betz,1,Color,No date,1244,Jacob Zachar,29,110,Sid Haig,185,240000
Little Black Book,1000,20422207,English,Nick Hurran,2004,Comedy|Drama|Romance,484,summer,http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,,5.2,electronic devices|gynecologist|little black book|plan|set up,2.35,73,USA,105,1,34,4,Dave Annable,116,Color,8/6/2004 0:00,4369,Kevin Sussman,642,15052,Holly Hunter,681,35000000
Little Boy,1000,6420319,English,Alejandro Monteverde,2015,Drama|War,15000,spring,http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1,,7.4,,2.35,45,Mexico,106,0,38,4,Michael Rapaport,122,Color,4/24/2015 0:00,5705,Cary-Hiroyuki Tagawa,975,15978,Tom Wilkinson,1000,20000000
Little Children,14000,5459824,English,Todd Field,2006,Drama|Romance,5000,winter,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,,7.6,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,2.35,251,USA,137,0,143,4,Jane Adams,320,Color,2/9/2007 0:00,15337,Noah Emmerich,280,92781,Kate Winslet,617,26000000
Little Fockers,22000,148383780,English,Paul Weitz,2010,Comedy|Romance,0,winter,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,,5.5,birthday|critically bashed|male nurse|nurse|suspicion,1.85,180,USA,98,10,80,2,Teri Polo,152,Color,12/22/2010 0:00,24082,Blythe Danner,708,85531,Robert De Niro,713,100000000
Little Miss Sunshine,7000,59889948,English,Jonathan Dayton,2006,Comedy|Drama,15000,summer,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,5,7.9,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,2.35,270,USA,101,1,36,4,Jill Talley,889,Color,8/18/2006 0:00,7227,Steven Christopher Parker,27,355810,Steve Carell,150,8000000
Little Nicholas,295,,French,Laurent Tirard,2009,Comedy|Family,0,Fail,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,,7.2,baby|dinner|family relationships|school|three word title,1.85,56,France,91,7,2,No_Date,Kad Merad,17,Color,No date,545,Sandrine Kiberlain,55,9214,Louise Bourgoin,71,
Little Nicky,11000,39442871,English,Steven Brill,2000,Comedy|Fantasy,0,fall,http://www.imdb.com/title/tt0185431/?ref_=fn_tt_tt_1,3,5.3,angel|devil|flask|hell|the devil,1.85,87,USA,90,0,65,4,Michael McKean,237,Color,11/10/2000 0:00,25190,Jon Lovitz,658,80639,Adam Sandler,11000,80000000
Little Shop of Horrors,13000,38747385,English,Frank Oz,1986,Comedy|Horror|Musical|Sci-Fi,0,fall,http://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,,6.9,eclipse|florist|nerd|plant|shop,1.85,63,USA,102,2,0,4,Tisha Campbell-Martin,165,Color,12/19/1986 0:00,15308,Jim Belushi,413,49349,Bill Murray,854,25000000
Little Voice,1000,4595000,English,Mark Herman,1998,Comedy|Drama|Music|Romance,915,fall,http://www.imdb.com/title/tt0147004/?ref_=fn_tt_tt_1,,7,mother|recluse|shy|singer|talent,1.85,64,UK,97,4,39,4,Brenda Blethyn,160,Color,12/4/1998 0:00,2103,Annette Badland,286,13892,Jim Broadbent,497,
Little White Lies,541,183662,French,Guillaume Canet,2010,Comedy|Drama,0,fall,http://www.imdb.com/title/tt1440232/?ref_=fn_tt_tt_1,,7.1,friend|restaurant|secret|unrequited love|vacation,2.35,118,France,134,6,0,2,Gilles Lellouche,48,Color,10/20/2010 0:00,890,Beno\xc3\xaet Magimel,92,18395,Fran\xc3\xa7ois Cluzet,173,25000000
Little Women,23000,50003300,English,Gillian Armstrong,1994,Drama|Family|Romance,0,winter,http://www.imdb.com/title/tt0110367/?ref_=fn_tt_tt_1,3.5,7.3,civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,1.85,27,USA,115,4,44,6,Eric Stoltz,132,Color,12/25/1994 0:00,29370,Kirsten Dunst,902,36624,Christian Bale,4000,15000000
Littleman,979,58255287,English,Keenen Ivory Wayans,2006,Comedy|Crime,0,summer,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,,4.3,diamond|infant|parody|spoof|sports violence,1.85,78,USA,98,1,322,4,John Witherspoon,187,Color,7/14/2006 0:00,6334,Brittany Daniel,723,39471,Chazz Palminteri,862,64000000
Live and Let Die,581,35400000,English,Guy Hamilton,1973,Action|Adventure|Thriller,0,summer,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,,6.8,british|cards|heroin|murder|tarot card,1.66,136,UK,121,3,82,2,Clifton James,251,Color,6/27/1973 0:00,1865,Geoffrey Holder,189,74957,Yaphet Kotto,547,7000000
Live Free or Die Hard,13000,134520804,English,Len Wiseman,2007,Action|Adventure|Thriller,0,summer,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,,7.2,fbi|hacker|independence day|police|terrorist,2.35,354,USA,129,1,235,2,Cyril Raffaelli,782,Color,6/27/2007 0:00,13961,Jonathan Sadowski,297,336235,Bruce Willis,300,110000000
Live-In Maid,24,,Spanish,Jorge Gaggero,2004,Drama,83,spring,http://www.imdb.com/title/tt0356453/?ref_=fn_tt_tt_1,,7.2,buenos aires argentina|economics|housekeeper|maid|servant,,25,Argentina,83,0,0,3,Claudia Lapac\xc3\xb3,11,Color,5/26/2005 0:00,29,Hilda Bernard,0,772,Norma Aleandro,5,800000
Living Dark: The Story of Ted the Caver,86,,English,David Hunt,2013,Horror,73,Fail,http://www.imdb.com/title/tt2100573/?ref_=fn_tt_tt_1,,6.3,brother|cave|caver|dark|funeral,1.85,1,USA,112,0,0,No weekday,Circus-Szalewski,1,Color,No date,139,Chris Cleveland,11,28,Matthew Alan,42,1750000
Living Out Loud,1000,12902790,English,Richard LaGravenese,1998,Comedy|Drama|Romance,242,fall,http://www.imdb.com/title/tt0120722/?ref_=fn_tt_tt_1,,6.6,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,2.35,24,USA,100,1,98,4,Jenette Goldstein,88,Color,11/6/1998 0:00,3250,Eddie Cibrian,604,4052,Holly Hunter,849,12000000
Loaded Weapon 1,11000,27979400,English,Gene Quintano,1993,Action|Comedy|Crime,0,winter,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,3,6.1,cookie|detective|microfilm|parody|sergeant,1.85,19,USA,84,2,0,4,Bill Nunn,72,Color,2/5/1993 0:00,12322,Lin Shaye,182,37611,Jon Lovitz,852,8200000
"Lock, Stock and Two Smoking Barrels",26000,3650677,English,Guy Ritchie,1998,Comedy|Crime,21000,summer,http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,,8.2,antique|cockney accent|hatchet|money|shotgun,1.85,116,UK,120,1,0,4,Dexter Fletcher,523,Color,8/28/1998 0:00,28294,Jason Flemyng,452,414976,Jason Statham,1000,960000
Locker 13,685,2468,English,Bruce Dellis,2014,Thriller,261,spring,http://www.imdb.com/title/tt1241226/?ref_=fn_tt_tt_1,,4.8,digit in title|latino|life or death|philosophy|supernatural,1.85,10,USA,95,3,0,4,Jon Polito,5,Color,3/28/2014 0:00,2048,Ricky Schroder,309,241,Tatyana Ali,665,300000
Lockout,788,14291570,English,James Mather,2012,Action|Adventure|Sci-Fi|Thriller,10000,spring,http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,,6.1,bodyguard|maximum security prison|outer space|president|prison,2.35,289,France,95,2,4,4,Jacky Ido,236,Color,4/13/2012 0:00,1414,Vincent Regan,80,82082,Joseph Gilgun,447,20000000
LOL,142,,English,Lisa Azuelos,2012,Comedy|Drama|Romance,18000,winter,http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1,,4.3,best friend|girl in panties|high school|high school romance|pink panties,2.35,54,USA,97,1,15,3,Alix Freihage,111,Color,3/1/2012 0:00,248,Lina Esco,19,45144,Nora Dunn,79,11000000
Lolita,617,,English,Stanley Kubrick,1962,Crime|Drama|Romance,0,spring,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,3,7.7,lolita|nymphet|older man young girl relationship|professor|writer,1.66,103,UK,152,0,0,1,Lois Maxwell,207, Black and White,6/12/1962 0:00,1403,Shelley Winters,177,67822,James Mason,367,2000000
Lolita,618,,English,Stanley Kubrick,1962,Crime|Drama|Romance,0,spring,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,,7.7,lolita|nymphet|older man young girl relationship|professor|writer,1.66,103,UK,152,0,0,1,Lois Maxwell,207, Black and White,6/12/1962 0:00,1404,Shelley Winters,177,67825,James Mason,367,2000000
London Has Fallen,18000,62401264,English,Babak Najafi,2016,Action|Crime|Drama|Thriller,28000,winter,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,,5.9,british|funeral|good versus evil|mole|sequel,2.35,225,UK,99,3,24,4,Julian Kostov,323,Color,3/4/2016 0:00,20276,Radha Mitchell,864,69484,Gerard Butler,992,60000000
London to Brighton,418,,English,Paul Andrew Williams,2006,Crime|Drama|Thriller,933,fall,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,,7,bathroom|chase|girl|pimp|toilet,2.35,68,UK,85,0,46,4,Georgia Groome,72,Color,12/1/2006 0:00,926,Johnny Harris,141,7308,Lorraine Stanley,146,500000
London,26000,12667,English,Hunter Richards,2005,Drama|Romance,0,winter,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,5,6.6,bar|coke|drugs|party|snorting,2.35,34,UK,92,2,11,4,Dane Cook,90,Color,2/10/2006 0:00,39518,Chris Evans,1000,19336,Jason Statham,11000,14000
Lone Star,11000,13269963,English,John Sayles,1996,Drama|Mystery,0,summer,http://www.imdb.com/title/tt0116905/?ref_=fn_tt_tt_1,1,7.6,father son relationship|interracial relationship|neo western|sheriff|texas,2.35,68,USA,135,2,407,4,Miriam Colon,173,Color,6/21/1996 0:00,11400,Clifton James,111,23202,Matthew McConaughey,189,5000000
Lone Survivor,480,125069696,English,Peter Berg,2013,Action|Biography|Drama|Thriller|War,58000,winter,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,4,7.6,courage|navy seal|outnumbered|shot multiple times|survival,2.35,319,USA,121,0,532,4,Dan Bilzerian,420,Color,1/10/2014 0:00,1261,Scott Elrod,127,203963,Jerry Ferrara,449,40000000
Lone Wolf McQuade,926,12200000,English,Steve Carver,1983,Action|Crime|Drama|Thriller|Western,0,spring,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,,6.3,drugs|martial arts|texas|texas ranger|weapon,1.85,29,USA,107,0,8,4,Robert Beltran,65,Color,4/15/1983 0:00,2383,William Sanderson,268,7973,David Carradine,400,5000000
Lonesome Jim,778,154077,English,Steve Buscemi,2005,Comedy|Drama,238,fall,http://www.imdb.com/title/tt0385056/?ref_=fn_tt_tt_1,5,6.6,bail|coma|dart board|indiana|ladder factory,1.85,81,USA,91,0,12000,2,Mary Kay Place,53,Color,11/16/2005 0:00,1440,Seymour Cassel,213,6884,Kevin Corrigan,327,500000
Looney Tunes: Back in Action,3000,20950820,English,Joe Dante,2003,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,665,fall,http://www.imdb.com/title/tt0318155/?ref_=fn_tt_tt_1,,5.7,diamond|duck|monkey|spy|stuntman,2.35,101,Germany,91,4,287,4,Heather Locklear,160,Color,11/14/2003 0:00,5593,Jenna Elfman,695,24183,Brendan Fraser,739,80000000
Looper,23000,66468315,English,Rian Johnson,2012,Action|Crime|Drama|Sci-Fi|Thriller,75000,fall,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,,7.4,chase|future|surprise ending|time loop|time travel,2.35,589,USA,119,0,0,4,Tracie Thoms,667,Color,9/28/2012 0:00,37387,Bruce Willis,502,428916,Joseph Gordon-Levitt,13000,30000000
Loose Cannons,580,,Italian,Ferzan Ozpetek,2010,Comedy|Drama|Romance,0,Fail,http://www.imdb.com/title/tt1405810/?ref_=fn_tt_tt_1,5,7.3,gay|gay friend|grandmother grandson relationship|heart attack|mother son relationship,2.35,81,Italy,110,9,798,No_Date,Lunetta Savino,29,Color,No date,662,Alessandro Preziosi,16,8667,Riccardo Scamarcio,26,
Lord of War,12000,24127895,English,Andrew Niccol,2005,Crime|Drama|Thriller,10000,summer,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,2,7.6,1980s|arms dealer|immorality|ukrainian|warlord,2.35,168,USA,122,2,487,4,Jared Burke,437,Color,9/16/2005 0:00,12076,Jeremy Crutchley,16,248123,Nicolas Cage,43,50000000
Lords of Dogtown,13000,11008432,English,Catherine Hardwicke,2005,Biography|Drama|Sport,5000,spring,http://www.imdb.com/title/tt0355702/?ref_=fn_tt_tt_1,,7.1,1970s|skateboarder|skateboarding|surf|swimming pool,1.85,119,USA,107,0,308,4,Rebecca De Mornay,194,Color,6/3/2005 0:00,16651,Michael Angarano,872,43903,Heath Ledger,947,25000000
Lords of London,1000,,English,Antonio Simoncini,2014,Crime|Mystery|Thriller,606,summer,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,,3.1,gang leader|italian woman|period piece|purgatory|suicide,2.35,3,UK,90,1,0,1,Glen Murphy,18,Color,9/1/2015 0:00,1183,Joe Egan,37,610,Ray Winstone,53,3440000
Loser,302,15464026,English,Amy Heckerling,2000,Comedy|Romance,1000,summer,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,,5.3,college|loser|love|new york city|overdose,1.85,81,USA,98,2,143,4,Zak Orth,158,Color,7/21/2000 0:00,1189,Robert Miano,153,23076,Andy Dick,216,20000000
Lost in Space,10000,69102910,English,Stephen Hopkins,1998,Action|Adventure|Family|Sci-Fi|Thriller,0,spring,http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1,1,5.1,based on tv series|remake|robot|scientist|spaceship,2.35,102,USA,130,0,81,4,June Lockhart,370,Color,4/3/1998 0:00,12186,William Hurt,427,58402,Gary Oldman,882,80000000
Lost in Translation,19000,44566004,English,Sofia Coppola,2003,Drama,17000,fall,http://www.imdb.com/title/tt0335266/?ref_=fn_tt_tt_1,,7.8,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,1.85,265,USA,101,0,0,4,Catherine Lambert,1848,Color,10/3/2003 0:00,32015,Bill Murray,11,321283,Scarlett Johansson,13000,4000000
Lost Souls,497,16779636,English,Janusz Kaminski,2000,Drama|Horror|Thriller,209,fall,http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1,,4.8,faith|mental patient|priest|scheme|teacher,2.35,100,USA,97,2,710,4,Ben Chaplin,167,Color,10/13/2000 0:00,1805,Bob Clendenin,258,9338,Philip Baker Hall,347,28000000
Lottery Ticket,918,24708699,English,Erik White,2010,Comedy,0,summer,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,1,4.9,block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend,2.35,62,USA,99,7,17,4,Shad Moss,30,Color,8/20/2010 0:00,4797,Loretta Devine,826,7991,Brandon T. Jackson,912,
Love & Basketball,1000,27441122,English,Gina Prince-Bythewood,2000,Drama|Romance|Sport,0,spring,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1,,7.2,basketball movie|female basketball player|high school|nba|title directed by female,1.85,68,USA,124,0,107,4,Omar Epps,116,Color,4/21/2000 0:00,5135,Sanaa Lathan,865,14322,Alfre Woodard,886,15000000
Love & Other Drugs,15000,32357532,English,Edward Zwick,2010,Comedy|Drama|Romance,24000,fall,http://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,1.5,6.7,female nudity|male objectification|pfizer|viagra|zoloft,1.85,219,USA,112,0,380,2,Judy Greer,215,Color,11/24/2010 0:00,31278,Anne Hathaway,2000,143368,Jake Gyllenhaal,11000,30000000
Love Actually,14000,59365105,English,Richard Curtis,2003,Comedy|Drama|Romance,52000,fall,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,2,7.7,aging rocker|christmas|love at first sight|minister|prime minister,2.35,218,UK,129,9,628,4,Kris Marshall,1004,Color,11/14/2003 0:00,28886,Liam Neeson,548,318634,Colin Firth,14000,45000000
Love and Death on Long Island,471,2542264,English,Richard Kwietniowski,1997,Comedy|Drama,61,winter,http://www.imdb.com/title/tt0119574/?ref_=fn_tt_tt_1,,7.1,actor|love|obsession|obsessive love|star,1.85,50,UK,93,1,23,4,Danny Web,48,Color,3/6/1998 0:00,938,Maury Chaykin,130,3407,Jason Priestley,232,
Love and Other Catastrophes,991,212285,English,Emma-Kate Croghan,1996,Comedy|Romance,46,spring,http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1,,6.4,film school|love|medical student|student|university,,21,Australia,76,1,0,4,Matt Day,21,Color,3/28/1997 0:00,1661,Frances OConnor,62,1727,Radha Mitchell,575,250000
Love Happens,2000,22927390,English,Brandon Camp,2009,Drama|Romance,0,summer,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,3.5,5.6,florist|motivational speaker|self help guru|seminar|widower,1.85,111,USA,109,0,7,4,Frances Conroy,77,Color,9/18/2009 0:00,4947,Sasha Alexander,827,25344,Judy Greer,980,18000000
Love in the Time of Cholera,267,4584886,English,Mike Newell,2007,Drama|Romance,0,fall,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,3,6.4,19th century|colombia|love|marriage|widow,2.35,115,USA,139,0,179,4,Unax Ugalde,115,Color,11/16/2007 0:00,538,Giovanna Mezzogiorno,50,19114,Marcela Mar,202,45000000
Love in the Time of Monsters,935,,English,Matt Jackson,2014,Comedy|Horror,194,Fail,http://www.imdb.com/title/tt2403415/?ref_=fn_tt_tt_1,,5.4,bigfoot|love|monster|sasquatch|tourist,,9,USA,97,3,0,No_Date,Alex Sanborn,5,Color,No date,2350,Paul Elia,271,143,Kane Hodder,709,500000
Love Jones,962,12514138,English,Theodore Witcher,1997,Drama|Romance,1000,winter,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,2.5,7.4,african american|cult film|ex boyfriend|middle class|sex,1.85,16,USA,104,0,28,4,Larenz Tate,28,Color,3/14/1997 0:00,3871,Nia Long,582,2801,Leonard Roberts,826,10000000
Love Letters,2000,,English,Amy Holden Jones,1983,Drama|Romance,7,spring,http://www.imdb.com/title/tt0085871/?ref_=fn_tt_tt_1,,6.1,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,,4,USA,88,1,11,4,Amy Madigan,9,Color,4/27/1984 0:00,2996,Sally Kirkland,221,487,Jamie Lee Curtis,433,550000
Love Me Tender,356,,English,Robert D. Web,1956,Drama|Romance|Western,365,Fail,http://www.imdb.com/title/tt0049452/?ref_=fn_tt_tt_1,,6.2,army|civil war|robbery|soldier|train,2.35,39,USA,89,1,0,No_Date,Debra Paget,36, Black and White,No date,831,Neville Brand,102,2636,James Drury,110,1000000
Love Ranch,908,134904,English,Taylor Hackford,2010,Comedy|Drama|Romance|Sport,636,winter,http://www.imdb.com/title/tt1125929/?ref_=fn_tt_tt_1,2,5.7,argentine|brothel|cancer|female full frontal nudity|fight,1.78,49,USA,117,9,138,3,Gil Birmingham,17,Color,1/6/2011 0:00,3204,Bai Ling,416,2395,Scout Taylor-Compton,581,25000000
